ts,pl,rt,cpu,freemem
1667195264,14242,0.059,0.8984198645598194,10038161408
1667195264,12133,0.054,0.8993377483443709,10038161408
1667195264,6484,0.069,0.8989010989010989,10038161408
1667195264,9399,0.058,0.8988566402814424,10038161408
1667195278,7427,0.077,0.8906037221970041,10055376896
1667195278,13071,0.075,0.8906533575317604,10055376896
1667195278,15822,0.117,0.8904481665912177,10055376896
1667195278,10252,0.085,0.8906037221970041,10055376896
1667195278,5096,0.079,0.890497737556561,10055376896
1667195292,15375,0.071,0.9070663811563169,10057547776
1667195292,12468,0.095,0.9070663811563169,10057547776
1667195292,3944,0.068,0.9074550128534704,10057547776
1667195292,9816,0.131,0.9071061643835616,10057547776
1667195292,6939,0.076,0.9070663811563169,10057547776
1667195309,11574,0.051,0.9227072486984381,10002796544
1667195309,5547,0.049,0.9226452905811623,10002796544
1667195309,14421,0.051,0.9227072486984381,10002796544
1667195309,8518,0.053,0.9227072486984381,10002796544
1667195324,17942,0.078,0.9294820717131475,10016075776
1667195324,11611,0.078,0.9294820717131475,10016075776
1667195324,8572,0.084,0.9294820717131475,10016075776
1667195324,14007,0.049,0.9294820717131475,10016075776
1667195324,5682,0.083,0.9294820717131475,10016075776
1667195338,14774,0.078,0.8750572082379863,10054107136
1667195338,18205,0.066,0.8750572082379863,10054254592
1667195338,5995,0.243,0.8750572082379863,10054254592
1667195338,12134,0.068,0.8750572082379863,10054107136
1667195338,9032,0.146,0.8750572082379863,10054254592
1667195353,15172,0.052,0.8946459412780656,10085781504
1667195353,12777,0.049,0.8946004319654428,10085781504
1667195353,6678,0.088,0.8946459412780656,10085781504
1667195353,9684,0.052,0.8946459412780656,10085781504
1667195353,18790,0.051,0.8946459412780656,10085781504
1667195370,12203,0.052,0.9214454045561665,10007810048
1667195370,9278,0.066,0.9214454045561665,10007810048
1667195370,15153,0.052,0.9214762465645858,10007810048
1667195370,18222,0.055,0.9214454045561665,10007810048
1667195370,6097,0.052,0.9214454045561665,10007810048
