ts,pl,rt,cpu,freemem
1667177857,2591,0.122,0.9516878290492412,10145161216
1667177857,6577,0.118,0.9516878290492412,10145161216
1667177857,4534,0.181,0.9516878290492412,10145161216
1667177875,4664,0.098,0.9520353423792994,10142720000
1667177875,10753,0.079,0.9520353423792994,10142720000
1667177875,12761,0.083,0.9520353423792994,10142720000
1667177875,8674,0.112,0.9520353423792994,10142720000
1667177875,16684,0.125,0.9520353423792994,10142720000
1667177875,18812,0.076,0.9520353423792994,10142720000
1667177875,14691,0.092,0.9520353423792994,10142720000
1667177875,2650,0.167,0.9520353423792994,10142720000
1667177875,6702,0.079,0.9520353423792994,10142720000
1667177893,9115,0.138,0.95323289391086,10153377792
1667177893,3073,0.081,0.95323289391086,10153377792
1667177893,17188,0.091,0.95323289391086,10153377792
1667177893,19110,0.091,0.95323289391086,10153377792
1667177893,11067,0.090,0.95323289391086,10153377792
1667177893,13167,0.095,0.95323289391086,10153377792
1667177893,15139,0.087,0.95323289391086,10153377792
1667177893,7114,0.106,0.95323289391086,10153377792
1667177893,5075,0.089,0.95323289391086,10153377792
1667177912,15340,0.066,0.9516079632465544,10128465920
1667177912,11271,0.108,0.9516079632465544,10128465920
1667177912,7099,0.052,0.9516079632465544,10128465920
1667177912,3221,0.058,0.9516079632465544,10128465920
1667177912,17324,0.057,0.9516079632465544,10128465920
1667177912,13279,0.063,0.9516079632465544,10128465920
1667177912,5247,0.076,0.9516079632465544,10128465920
1667177912,9279,0.060,0.9516079632465544,10128465920
1667177912,19300,0.056,0.9516079632465544,10128465920
