ts,pl,rt,cpu,freemem
1667197917,512,0.125,0.9842931937172775,10123870208
1667197922,1319,0.144,0.5714285714285714,10084446208
1667197925,525,0.124,0.664804469273743,10061697024
1667197929,463,0.060,0.7189189189189189,10046828544
1667197933,453,0.058,0.9603960396039604,10032078848
1667197938,932,0.054,0.8263157894736842,10024607744
1667197941,496,0.092,0.8864864864864865,10011803648
1667197991,12209,0.049,0.877560106856634,9823100928
1667197991,18617,0.087,0.8782303985983355,9823100928
1667198007,15547,0.070,0.9176369124622682,9860296704
1667198007,7759,0.055,0.9178910976663786,9860296704
1667198007,15692,0.066,0.9173482565647869,9860296704
1667198022,7391,0.161,0.8925507900677201,9881845760
1667198022,14527,0.116,0.8922452660054103,9881845760
1667198022,18738,0.155,0.8919405673120216,9881845760
1667198022,23352,0.153,0.893362831858407,9881845760
1667198022,11071,0.144,0.8925507900677201,9881845760
1667198022,19034,0.115,0.8950805398345668,9881845760
1667198022,26977,0.106,0.8921966621560667,9881845760
1667198036,10348,0.075,0.8783847980997624,9893580800
1667198036,17848,0.071,0.8810408921933086,9893580800
1667198036,6744,0.071,0.875791524598149,9893580800
1667198036,14068,0.060,0.8803738317757009,9893580800
1667198054,9971,0.073,0.9357907253269917,9855451136
1667198054,17340,0.192,0.9355731225296443,9855451136
1667198054,5955,0.117,0.9357907253269917,9855451136
1667198054,13561,0.071,0.9358669833729216,9855451136
1667198069,8805,0.054,0.898695652173913,9873240064
1667198069,16764,0.084,0.898651587646803,9873240064
1667198069,12926,0.060,0.898695652173913,9873240064
1667198085,21248,0.134,0.9086898985443317,9898770432
1667198085,5560,0.103,0.9086898985443317,9898770432
1667198085,9577,0.134,0.9087301587301587,9898770432
1667198085,17442,0.106,0.9086898985443317,9898770432
1667198085,13552,0.108,0.9086496028243601,9898770432
1667198102,17315,0.158,0.9452054794520548,9886076928
1667198102,9327,0.156,0.9452054794520548,9886076928
1667198102,13235,0.120,0.9452257586972613,9886076928
1667198117,20121,0.062,0.8853474988933157,9901211648
1667198117,16182,0.093,0.8853474988933157,9901211648
1667198117,12218,0.062,0.8853474988933157,9901211648
1667198117,8232,0.058,0.8853474988933157,9901211648
1667198132,5771,0.064,0.9074811863656486,9938423808
1667198132,21426,0.062,0.9074811863656486,9938423808
1667198132,9758,0.059,0.9074811863656486,9938423808
1667198132,13403,0.065,0.9074811863656486,9938423808
1667198132,17119,0.056,0.9074811863656486,9938423808
