ts,pl,rt,cpu,freemem
1667179167,5116,0.056,0.8980044345898004,10216218624
1667179167,11218,0.071,0.8980044345898004,10216218624
1667179167,3034,0.059,0.8980044345898004,10216218624
1667179167,13122,0.110,0.8980044345898004,10216218624
1667179167,15079,0.058,0.8980044345898004,10216218624
1667179167,9040,0.111,0.8980044345898004,10216218624
1667179167,7062,0.057,0.8980044345898004,10216218624
1667179183,13561,0.105,0.8976172747580045,10179350528
1667179183,15525,0.060,0.8976172747580045,10179350528
1667179183,9513,0.059,0.8976172747580045,10179350528
1667179183,5436,0.060,0.8975791433891993,10179350528
1667179183,7408,0.060,0.8976172747580045,10179350528
1667179183,11371,0.058,0.8976172747580045,10179350528
1667179183,17517,0.091,0.8975791433891993,10179350528
1667179183,3540,0.059,0.8976172747580045,10179350528
1667179199,14107,0.073,0.9149400218102508,10209107968
1667179199,10094,0.063,0.9149400218102508,10209107968
1667179199,18102,0.059,0.9149400218102508,10209107968
1667179199,6064,0.073,0.9149400218102508,10209107968
1667179199,16080,0.060,0.9149400218102508,10209107968
1667179199,12119,0.061,0.9149400218102508,10209107968
1667179199,8121,0.092,0.9149400218102508,10209107968
1667179199,4101,0.065,0.9149400218102508,10209107968
1667179214,10142,0.059,0.8828616352201257,10205884416
1667179214,18129,0.055,0.8828616352201257,10205884416
1667179214,7994,0.058,0.8828616352201257,10205884416
1667179214,14023,0.056,0.8829076620825147,10205884416
1667179214,6135,0.060,0.8828616352201257,10205884416
1667179214,12030,0.056,0.8829076620825147,10205884416
1667179214,15867,0.087,0.8829076620825147,10205884416
1667179214,4107,0.056,0.8829076620825147,10205884416
