ts,pl,rt,cpu,freemem
1667180089,6701,0.062,0.903078677309008,10202951680
1667180089,14842,0.066,0.9034220532319391,10202951680
1667180089,16757,0.062,0.903078677309008,10202951680
1667180089,12761,0.090,0.903078677309008,10202951680
1667180089,8694,0.079,0.903041825095057,10202951680
1667180089,4719,0.066,0.903078677309008,10202951680
1667180089,10792,0.079,0.903078677309008,10202951680
1667180106,8267,0.070,0.9206798866855525,10153254912
1667180106,16259,0.087,0.9206798866855525,10153254912
1667180106,4217,0.072,0.9206798866855525,10153254912
1667180106,14325,0.062,0.9206798866855525,10153254912
1667180106,6274,0.092,0.9206798866855525,10153254912
1667180106,10253,0.093,0.9210060219624513,10153254912
1667180106,18234,0.061,0.9210060219624513,10153254912
1667180106,12143,0.080,0.9206798866855525,10153254912
1667180122,16069,0.055,0.8937329700272479,10161840128
1667180122,3973,0.062,0.8933852140077821,10161840128
1667180122,9972,0.055,0.8933852140077821,10161840128
1667180122,18003,0.057,0.8937329700272479,10161840128
1667180122,8024,0.066,0.8937329700272479,10161840128
1667180122,14163,0.067,0.8937329700272479,10161840128
1667180122,5983,0.069,0.8933852140077821,10161840128
1667180122,12051,0.065,0.8933852140077821,10161840128
1667180139,6792,0.055,0.907061836809367,10161061888
1667180139,12872,0.058,0.9070958302852963,10161061888
1667180139,4778,0.056,0.9071637426900585,10161061888
1667180139,8970,0.056,0.907061836809367,10161061888
1667180139,18904,0.057,0.907061836809367,10161061888
1667180139,2871,0.057,0.907061836809367,10161061888
1667180139,11003,0.055,0.9070958302852963,10161061888
1667180139,16781,0.077,0.9070958302852963,10161061888
1667180139,14894,0.071,0.9070958302852963,10161061888
