ts,pl,rt,cpu,freemem
1667176117,1353,0.168,1,10218782720
1667176119,8873,0.080,0.9912280701754386,10218098688
1667176120,3898,0.072,0.9758454106280193,10217504768
1667176120,2913,0.061,0.9758454106280193,10217504768
1667176120,7929,0.058,0.9758454106280193,10217504768
1667176120,949,0.058,0.9758454106280193,10217504768
1667176120,8773,0.056,0.9758454106280193,10217504768
1667176120,5911,0.088,0.9758454106280193,10217504768
1667176120,1913,0.065,0.9758454106280193,10217504768
1667176121,5933,0.054,0.8201058201058201,10222268416
1667176121,8138,0.055,0.8342245989304813,10222268416
1667176121,980,0.089,0.8216216216216217,10222366720
1667176121,977,0.054,0.8128342245989305,10221924352
1667176122,737,0.128,0.8872549019607843,10221436928
1667176124,783,0.122,0.9874476987447699,10232217600
1667176125,898,0.142,1,10232090624
1667176126,1118,0.126,1,10229866496
1667176127,1096,0.157,1,10229637120
1667176128,1032,0.134,1,10231513088
1667176129,1193,0.057,1,10232647680
1667176130,1259,0.190,0.8871794871794871,10231255040
1667176131,1112,0.090,0.7989130434782609,10235703296
1667176132,1042,0.086,0.8404255319148937,10235203584
1667176132,773,0.068,0.8434343434343434,10234716160
1667176134,647,0.113,0.9238578680203046,10234200064
1667176135,926,0.115,0.9915254237288136,10232766464
1667176138,1187,0.119,1,10232307712
1667176136,1283,0.110,0.9956140350877193,10232537088
1667176139,1547,0.066,1,10230857728
1667176140,1210,0.133,1,10230370304
1667176141,1794,0.066,0.8391959798994975,10228908032
1667176141,1273,0.079,0.8465608465608465,10228908032
1667176142,1049,0.065,0.8032786885245902,10228678656
1667176143,789,0.079,0.84375,10228449280
1667176144,889,0.083,0.9575471698113207,10227703808
1667176145,875,5.267,0.9950738916256158,10227474432
1667176147,1380,0.127,0.9907834101382489,10229002240
1667176147,954,0.124,1,10228527104
1667176148,1059,0.114,1,10227085312
1667176150,1093,0.073,0.9861751152073732,10227134464
1667176150,1389,0.063,0.868421052631579,10228621312
1667176151,1094,0.108,0.8486486486486486,10230214656
1667176152,910,0.115,0.9383886255924171,10230906880
1667176154,1179,0.119,1,10234638336
1667176154,1409,0.120,1,10234773504
1667176155,1188,0.128,1,10234601472
1667176157,1216,0.117,1,10234142720
1667176158,1046,0.152,1,10233913344
1667176159,1213,0.123,1,10235056128
1667176159,1169,0.052,1,10235465728
1667176161,1078,0.058,0.8393782383419689,10236260352
1667176161,1600,0.114,0.8118811881188119,10233221120
1667176162,955,0.119,0.857843137254902,10232446976
1667176164,958,0.131,0.9954545454545455,10237681664
1667176165,1134,0.085,1,10236641280
