ts,pl,rt,cpu,freemem
1667197716,4242,0.087,0.8902217375499818,9957101568
1667197729,3009,0.070,0.8918000970402717,9916882944
1667197744,17367,0.082,0.8914660831509846,9931431936
1667197744,14571,0.090,0.8915239350021958,9931431936
1667197761,10326,0.081,0.9357907253269917,9880997888
1667197761,16302,0.074,0.9357907253269917,9880997888
1667197761,7594,0.077,0.9339258114374034,9880997888
1667197761,21215,0.078,0.936374549819928,9880997888
1667197776,7651,0.081,0.8945454545454545,9877643264
1667197776,4687,0.067,0.894401456531634,9877643264
1667197776,13362,0.062,0.8947368421052632,9877643264
1667197776,16072,0.047,0.8947368421052632,9877643264
1667197776,10310,0.258,0.8947368421052632,9877643264
1667197776,19269,0.060,0.8947368421052632,9877643264
1667197792,15820,0.081,0.9034188034188034,9904852992
1667197792,7063,0.080,0.9034188034188034,9904852992
1667197792,12948,0.080,0.9034188034188034,9904852992
1667197792,18723,0.079,0.9033361847733106,9904852992
1667197792,9965,0.078,0.9034188034188034,9904852992
1667197807,12675,0.079,0.8720357941834451,9960398848
1667197807,18679,0.060,0.8720357941834451,9960398848
1667197807,15498,0.061,0.8720357941834451,9960398848
1667197807,9907,0.057,0.8720357941834451,9960398848
1667197807,6719,0.058,0.8720357941834451,9960398848
1667197825,16238,0.059,0.9614973262032086,9876754432
1667197825,10181,0.097,0.9614835948644793,9876754432
1667197825,18932,0.069,0.9614973262032086,9876754432
1667197825,7188,0.089,0.9614835948644793,9876754432
1667197825,13312,0.108,0.9614835948644793,9876754432
1667197840,13123,0.054,0.8898678414096917,9882759168
1667197840,4107,0.056,0.8898678414096917,9882759168
1667197840,10037,0.072,0.8898678414096917,9882759168
1667197840,7193,0.060,0.8898678414096917,9882759168
1667197840,19044,0.055,0.8898678414096917,9882759168
1667197840,16129,0.084,0.8898678414096917,9882759168
